diversity_level,lp_shares,top10_shares,diversity_cost,pct_cost,n_selected,actual_categories,selected_indices,status,marginal_cost,max_shares
0,68018.515625,68018.5234375,0.0078125,0.0,10,4,"[573, 1002, 1742, 1814, 2503, 2732, 4260, 4903, 4990, 6307]",Optimal,,68018.515625
1,68018.515625,68018.5234375,0.0078125,0.0,10,4,"[573, 1002, 1742, 1814, 2503, 2732, 4260, 4903, 4990, 6307]",Optimal,-0.0,68018.515625
2,68018.515625,68018.5234375,0.0078125,0.0,10,4,"[573, 1002, 1742, 1814, 2503, 2732, 4260, 4903, 4990, 6307]",Optimal,-0.0,68018.515625
3,68018.515625,68018.5234375,0.0078125,0.0,10,4,"[573, 1002, 1742, 1814, 2503, 2732, 4260, 4903, 4990, 6307]",Optimal,-0.0,68018.515625
4,68018.515625,68018.5234375,0.0078125,0.0,10,4,"[573, 1002, 1742, 1814, 2503, 2732, 4260, 4903, 4990, 6307]",Optimal,-0.0,68018.515625
5,67687.5703125,68018.5234375,330.953125,0.4865518005781973,10,5,"[573, 1002, 1742, 1814, 2503, 2555, 2732, 4260, 4903, 6307]",Optimal,330.9453125,68018.515625
6,67095.5859375,68018.5234375,922.9375,1.356880077460526,10,6,"[573, 1002, 1742, 2503, 2555, 2732, 4260, 4903, 6307, 7353]",Optimal,591.984375,68018.515625
7,65947.2265625,68018.5234375,2071.296875,3.0451841582657293,10,7,"[573, 1002, 1742, 2555, 2732, 4260, 4903, 6307, 7353, 7504]",Optimal,1148.359375,68018.515625
