diversity_level,lp_shares,top10_shares,diversity_cost,pct_cost,n_selected,actual_categories,selected_indices,status,marginal_cost,max_shares
0,71411.59375,71411.59375,0.0,0.0,10,5,"[952, 2308, 4133, 5004, 5293, 6151, 6330, 6887, 7119, 7688]",Optimal,,71411.59375
1,71411.59375,71411.59375,0.0,0.0,10,5,"[952, 2308, 4133, 5004, 5293, 6151, 6330, 6887, 7119, 7688]",Optimal,-0.0,71411.59375
2,71411.59375,71411.59375,0.0,0.0,10,5,"[952, 2308, 4133, 5004, 5293, 6151, 6330, 6887, 7119, 7688]",Optimal,-0.0,71411.59375
3,71411.59375,71411.59375,0.0,0.0,10,5,"[952, 2308, 4133, 5004, 5293, 6151, 6330, 6887, 7119, 7688]",Optimal,-0.0,71411.59375
4,71411.59375,71411.59375,0.0,0.0,10,5,"[952, 2308, 4133, 5004, 5293, 6151, 6330, 6887, 7119, 7688]",Optimal,-0.0,71411.59375
5,71411.59375,71411.59375,0.0,0.0,10,5,"[952, 2308, 4133, 5004, 5293, 6151, 6330, 6887, 7119, 7688]",Optimal,-0.0,71411.59375
6,71180.7734375,71411.59375,230.8203125,0.32322526410496194,10,6,"[952, 4133, 4144, 5004, 5293, 6151, 6330, 6887, 7119, 7688]",Optimal,230.8203125,71411.59375
7,69914.1640625,71411.59375,1497.4296875,2.0968999694114796,10,7,"[3778, 4133, 4144, 5004, 5293, 6151, 6330, 6887, 7119, 7688]",Optimal,1266.609375,71411.59375
