diversity_level,lp_shares_mean,lp_shares_std,lp_shares_min,lp_shares_max,lp_shares_count,actual_categories_mean,actual_categories_std,pct_cost_mean,pct_cost_std,diversity_cost_mean,diversity_cost_std,marginal_cost_mean
0,78348.388671875,6341.215696439874,68018.515625,88984.1640625,20,4.9,1.020835571068081,0.0,0.0,0.001171875,0.005240784322265132,0.0
1,78348.388671875,6341.215696439874,68018.515625,88984.1640625,20,4.9,1.020835571068081,0.0,0.0,0.001171875,0.005240784322265132,-0.0
2,78348.388671875,6341.215696439874,68018.515625,88984.1640625,20,4.9,1.020835571068081,0.0,0.0,0.001171875,0.005240784322265132,-0.0
3,78348.388671875,6341.215696439874,68018.515625,88984.1640625,20,4.9,1.020835571068081,0.0,0.0,0.001171875,0.005240784322265132,-0.0
4,78297.5046875,6369.950040677116,68018.515625,88984.1640625,20,5.0,0.8583950752789521,0.06778337541012733,0.2503668294174411,50.88515625,184.47499577928795,50.88398437500291
5,78127.65625,6390.985400419087,67687.5703125,88984.1640625,20,5.3,0.5712405705774792,0.2858358865193504,0.7082103262175296,220.73359375,542.5513288866222,169.8484374999971
6,77632.291015625,6413.995576513701,67095.5859375,88608.1640625,20,6.05,0.223606797749979,0.9191365693778328,1.2399816259124705,716.098828125,962.439438224246,495.365234375
7,76439.123828125,6459.597892603594,65947.2265625,87620.1171875,20,7.0,0.0,2.4466282846438405,1.8258461700870865,1909.266015625,1417.5949783049414,1193.167187500003
